DATA_TYPE Tekscan Sway Analysis Module COF Movement Graph,,,
VERSION Tekscan Pressure Measurement System 7.10-15,,,
ASCII_DATA@@,,,
,,,
FILENAME xxxxx07.fsx,,,
FRAMES_PER_SECOND 100,,,
SECONDS_PER_FRAME 0.010000,,,
TIME 21 February 2024 12:02:39,,,
Time,Frame,X,Y
10.38,976,-0.31,3.75
10.39,977,-0.43,3.73
10.4,978,-0.59,3.75
10.41,979,-0.71,3.82
10.42,980,-0.83,3.84
10.43,981,-0.86,3.88
10.44,982,-0.83,3.88
10.45,983,-0.85,3.87
10.46,984,-0.9,3.91
10.47,985,-0.86,3.91
10.48,986,-0.8,3.92
10.49,987,-0.79,3.94
10.5,988,-0.79,3.95
10.51,989,-0.77,3.93
10.52,990,-0.71,3.95
10.53,991,-0.63,3.96
10.54,992,-0.69,3.94
10.55,993,-0.71,3.94
10.56,994,-0.68,3.92
10.57,995,-0.59,3.92
10.58,996,-0.53,3.91
10.59,997,-0.52,3.89
10.6,998,-0.52,3.85
10.61,999,-0.5,3.85
10.62,1000,-0.54,3.79
,,,
,,,
@@,,,
